+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[24]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                        bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][0]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[149]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][65]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARSIZE[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARID[4]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWID[5]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[29]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WLAST|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWID[3]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[107]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[79]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[129]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[36]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[4]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[84]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[25]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[5]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[22]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[80]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARID[5]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARBURST[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[146]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[115]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWLEN[3]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[12]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[27]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWSIZE[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWID[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARLEN[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[35]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[3]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[245]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[24]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[3]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[2]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[27]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[208]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[110]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWSIZE[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[4]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[28]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[124]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][40]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWLEN[2]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[118]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARVALID|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[5].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[26]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][26]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[190]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[20]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[7]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][69]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][29]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[130]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][32]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[1]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[142]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[19]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[25]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[44]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[56]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[26]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[60]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[250]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[161]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWID[2]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[23]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][25]_srl8/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[23]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[106]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[82]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[22]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[128]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[28]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[131]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[6]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARID[3]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[32]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/ARSIZE[0]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/AWADDR[2]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[219]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WSTRB[24]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/ila_1/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[0].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[26]/D|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |bbq_inst/hbm_heap_entries/inst/ONE_STACK.u_hbm_top/ONE_STACK_HBM.hbm_one_stack_intf/HBM_SNGLBLI_INTF_AXI<0>_INST/WDATA[154]|
|      bbq_clk_clk_wiz_0_1 |      axi_clk_clk_wiz_0_1 |                                       bbq_inst/ila_1/inst/ila_core_inst/shifted_data_in_reg[7][66]_srl8/D|
